,UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),POSTED_BY_Builder,POSTED_BY_Dealer,POSTED_BY_Owner,BHK_OR_RK_BHK,BHK_OR_RK_RK
55,0.0,0.0,0.5714285714285714,0.7368429597475892,0.0,0.0,0.6703032771351933,0.5953747072890048,0.30946822308690014,0.0,1.0,0.0,1.0,0.0
56,0.0,0.0,0.2857142857142857,0.3752501833015757,0.0,0.0,0.4174977004148663,0.47084955439453147,0.3359273670557717,0.0,0.0,1.0,1.0,0.0
57,0.0,1.0,0.8571428571428571,0.9999999999999999,0.0,0.0,0.6743209965172723,0.5973607444922813,0.569390402075227,0.0,0.0,1.0,1.0,0.0
58,0.0,0.0,0.2857142857142857,0.4148567844417232,0.0,0.0,0.21320271693719756,0.6073285175962768,0.35408560311284043,0.0,1.0,0.0,1.0,0.0
59,0.0,0.0,0.5714285714285714,0.6387508138030529,0.0,0.0,0.4974225323004268,1.0,0.5123216601815823,0.0,1.0,0.0,1.0,0.0
60,0.0,0.0,0.5714285714285714,0.4544962056372007,0.0,0.0,0.3916364079811436,0.3171989984467727,1.0,0.0,1.0,0.0,1.0,0.0
61,0.0,0.0,0.2857142857142857,0.4346812016422998,0.0,0.0,0.626610390206839,0.49512318392652066,0.14137483787289234,0.0,0.0,1.0,1.0,0.0
62,0.0,1.0,0.2857142857142857,0.3579150683315386,0.0,0.0,0.5595828248954844,0.6616040240016501,0.36186770428015563,0.0,1.0,0.0,1.0,0.0
63,0.0,0.0,0.5714285714285714,0.5750843848280978,0.0,0.0,0.1476555446959924,0.5351420816721504,0.25810635538261995,0.0,0.0,1.0,1.0,0.0
64,0.0,0.0,0.5714285714285714,0.6296317747671976,0.0,0.0,0.6725105947814363,0.5990009308696544,0.36186770428015563,0.0,0.0,1.0,1.0,0.0
65,0.0,1.0,0.2857142857142857,0.22620735045170207,0.0,0.0,0.6695494535385558,0.5948465032657966,0.11335927367055773,0.0,1.0,0.0,1.0,0.0
66,0.0,1.0,0.5714285714285714,0.41046424491387634,0.0,0.0,0.39474775761597386,0.31991568893720146,1.0,0.0,1.0,0.0,1.0,0.0
67,0.0,0.0,0.5714285714285714,0.6082928569359275,0.0,0.0,0.21701566049731158,0.6107088744850531,0.38261997405966275,0.0,0.0,1.0,1.0,0.0
68,0.0,0.0,0.2857142857142857,0.9999999999999999,0.0,0.0,0.6235045742539029,0.5000482708761229,0.4396887159533074,0.0,0.0,1.0,1.0,0.0
69,0.0,0.0,0.5714285714285714,0.6336296808232905,0.0,0.0,0.6684214405967239,0.5967160577124293,0.25395590142671853,0.0,1.0,0.0,1.0,0.0
70,0.0,0.0,0.2857142857142857,0.4743057414456088,0.0,0.0,0.317710324003881,0.7979211022221158,0.23216601815823606,0.0,0.0,1.0,1.0,0.0
71,0.0,0.0,0.2857142857142857,0.29998587595958565,0.0,0.0,0.2984756008424453,0.41853527523361933,0.3099870298313878,0.0,0.0,1.0,1.0,0.0
72,0.0,0.0,0.2857142857142857,0.2919644559338084,0.0,0.0,0.5169622293955574,0.5994414316884447,0.1543450064850843,0.0,0.0,1.0,1.0,0.0
73,0.0,0.0,0.2857142857142857,0.4980895433096631,0.0,0.0,0.2163530982641046,0.4361751559522995,0.16990920881971466,0.0,0.0,1.0,1.0,0.0
74,0.0,0.0,0.2857142857142857,0.43474132990022424,0.0,0.0,0.4531525444934656,0.7045919295188758,0.14915693904020752,0.0,0.0,1.0,1.0,0.0
75,0.0,1.0,0.5714285714285714,0.907432508449756,0.0,0.0,0.3776969153304058,0.3840370274989855,1.0,0.0,1.0,0.0,1.0,0.0
76,0.0,0.0,0.2857142857142857,0.45309881890010456,0.0,0.0,0.3975914486800423,0.3144401930512508,0.4583657587548638,0.0,1.0,0.0,1.0,0.0
77,0.0,1.0,0.8571428571428571,0.880084710241461,0.0,0.0,0.395975820710127,0.31762697023636033,1.0,0.0,1.0,0.0,1.0,0.0
78,0.0,0.0,0.2857142857142857,0.2999095905974336,0.0,0.0,0.4933488546698889,1.0,0.1543450064850843,0.0,1.0,0.0,1.0,0.0
79,0.0,0.0,0.8571428571428571,0.8944256605378966,0.0,0.0,0.2121836021203411,0.6105147365573131,0.7250324254215305,0.0,0.0,1.0,1.0,0.0
80,0.0,0.0,0.5714285714285714,0.3027387023808232,0.0,0.0,0.44275070212657913,0.7661601372437294,1.0,0.0,1.0,0.0,1.0,0.0
81,0.0,0.0,0.8571428571428571,0.9894247588886258,0.0,0.0,0.677251687713794,0.5994414316884447,0.8287937743190661,0.0,0.0,1.0,1.0,0.0
82,0.0,1.0,0.8571428571428571,0.9047220960170503,0.0,0.0,0.45038049537520314,0.5735975178380492,0.5175097276264591,0.0,1.0,0.0,1.0,0.0
83,0.0,1.0,0.2857142857142857,0.454527650087007,0.0,0.0,0.674618099010412,0.5977736442318884,0.3099870298313878,0.0,0.0,1.0,1.0,0.0
84,0.0,1.0,0.2857142857142857,0.3970110162587524,0.0,0.0,0.3901939812953266,0.3346948573545214,0.42153047989623865,0.0,1.0,0.0,1.0,0.0
85,0.0,0.0,0.2857142857142857,0.31580758223237276,0.0,0.0,0.4968314640536167,1.0,0.17509727626459143,0.0,0.0,1.0,1.0,0.0
86,0.0,0.0,0.5714285714285714,0.39258012810128395,0.0,0.0,0.619236418776262,1.0,0.16368352788586252,0.0,1.0,0.0,1.0,0.0
87,0.0,0.0,0.2857142857142857,0.5131930009091411,0.0,0.0,0.5145943461987394,0.6032385338604458,0.1543450064850843,0.0,1.0,0.0,1.0,0.0
88,0.0,1.0,0.2857142857142857,0.39378766138457516,0.0,0.0,0.625,0.4976745160414362,0.1278858625162127,0.0,1.0,0.0,1.0,0.0
89,0.0,0.0,0.2857142857142857,0.38912070575177815,0.0,0.0,0.21321813430760844,0.6147752267351123,0.24773022049286642,0.0,0.0,1.0,1.0,0.0
90,0.0,0.0,0.5714285714285714,0.4421108028554202,0.0,0.0,0.21119404959338972,0.7716349508558125,0.2773022049286641,0.0,1.0,0.0,1.0,0.0
91,0.0,1.0,0.2857142857142857,0.35140250782847016,0.0,0.0,0.6725105947814363,0.5990009308696544,0.21660181582360571,0.0,1.0,0.0,1.0,0.0
92,0.0,0.0,0.5714285714285714,0.9999999999999999,0.0,0.0,0.20960381145804757,0.614062870792587,0.7769130998702983,0.0,0.0,1.0,1.0,0.0
93,0.0,1.0,0.8571428571428571,0.6825288133221153,0.0,0.0,0.3926619146444659,0.32048656608957504,1.0,0.0,1.0,0.0,1.0,0.0
94,0.0,1.0,0.5714285714285714,0.9846715040988513,0.0,0.0,0.736064309906072,0.5570013300618921,0.7250324254215305,0.0,1.0,0.0,1.0,0.0
95,0.0,0.0,0.5714285714285714,0.4743385362997316,0.0,0.0,0.5156944244041646,1.0,0.29961089494163423,0.0,1.0,0.0,1.0,0.0
96,0.0,0.0,0.2857142857142857,0.6265764699437985,0.0,0.0,0.6119266321372807,0.7290890967798029,0.5175097276264591,0.0,1.0,0.0,1.0,0.0
97,0.0,0.0,0.2857142857142857,0.35543212203568175,0.0,0.0,0.5162431466681376,0.2955268791714065,0.09208819714656291,0.0,0.0,1.0,1.0,0.0
98,0.0,1.0,0.2857142857142857,0.47170638431436446,0.0,0.0,0.37466244540445764,0.4276753260865922,0.3120622568093385,0.0,1.0,0.0,1.0,0.0
99,0.0,0.0,0.2857142857142857,0.5881698133535772,0.0,0.0,0.6238658615386383,0.49689132766649013,0.1543450064850843,0.0,0.0,1.0,1.0,0.0
100,0.0,1.0,0.2857142857142857,0.391055767894474,0.0,0.0,0.6724231803626379,0.6000478491068222,0.25810635538261995,0.0,0.0,1.0,1.0,0.0
101,0.0,0.0,0.2857142857142857,0.4564827078423502,0.0,0.0,0.39557236499384546,0.32131800983441927,0.7250324254215305,0.0,1.0,0.0,1.0,0.0
102,0.0,0.0,0.2857142857142857,0.37520204796536627,0.0,0.0,0.1819821275687084,0.7491279764662648,0.41374837872892345,0.0,0.0,1.0,1.0,0.0
103,0.0,0.0,0.2857142857142857,0.34552598708485455,0.0,0.0,0.6741163982465981,0.597552029274758,0.2529182879377432,0.0,0.0,1.0,1.0,0.0
104,0.0,0.0,0.2857142857142857,0.3369517114526544,0.0,0.0,0.21275502135764468,0.610685925273148,0.125810635538262,0.0,1.0,0.0,1.0,0.0
105,0.0,0.0,0.0,0.19023416139073066,0.0,0.0,0.375048441910485,0.3326121853616524,0.09208819714656291,0.0,0.0,1.0,1.0,0.0
106,0.0,0.0,0.2857142857142857,0.31580758223237276,0.0,0.0,0.3965232705231832,0.32322347669643925,0.4915693904020752,0.0,1.0,0.0,1.0,0.0
107,0.0,0.0,0.2857142857142857,0.3166165411060548,0.0,0.0,0.677251687713794,0.5994414316884447,0.11284046692607004,0.0,0.0,1.0,1.0,0.0
108,0.0,1.0,0.2857142857142857,0.24054714466256436,0.0,0.0,0.21571290749352845,0.7719793751090851,0.24773022049286642,0.0,1.0,0.0,1.0,0.0
109,0.0,0.0,0.5714285714285714,0.6645461395804062,0.0,0.0,0.6830316628400417,0.6825327748859698,0.38780804150453957,0.0,0.0,1.0,1.0,0.0
110,0.0,0.0,0.2857142857142857,0.45454737597541195,0.0,0.0,0.420216839248494,0.7160957491981108,0.48119325551232167,0.0,0.0,1.0,1.0,0.0
111,0.0,0.0,0.5714285714285714,0.6130369996665288,0.0,0.0,0.6745720540423517,0.5972994638940046,0.45525291828793774,0.0,0.0,1.0,1.0,0.0
112,0.0,0.0,0.9999999999999999,0.6723627283140802,0.0,0.0,0.6773827797501095,0.5964412874185347,0.42412451361867703,0.0,0.0,1.0,1.0,0.0
113,0.0,0.0,0.5714285714285714,0.632871533804608,0.0,0.0,0.12346237623047474,0.5341060488044134,0.38780804150453957,0.0,0.0,1.0,1.0,0.0
114,0.0,0.0,0.0,0.23658093372111652,0.0,0.0,0.38379876135484886,0.33045992143430336,0.10869001297016861,0.0,0.0,1.0,1.0,0.0
115,0.0,1.0,0.2857142857142857,0.5651254311582036,0.0,0.0,0.7362707428734168,0.5578482800309974,0.3354085603112841,0.0,1.0,0.0,1.0,0.0
116,0.0,0.0,0.2857142857142857,0.440679563685234,0.0,0.0,0.21388427715851166,0.6139940231568701,0.41374837872892345,0.0,0.0,1.0,1.0,0.0
117,0.0,0.0,0.8571428571428571,0.9999999999999999,0.0,0.0,0.6343240172565652,0.6325728987918664,0.38261997405966275,0.0,1.0,0.0,1.0,0.0
118,0.0,0.0,0.5714285714285714,0.71648953671335,0.0,0.0,0.5200859484369746,1.0,0.5123216601815823,0.0,0.0,1.0,1.0,0.0
119,0.0,0.0,0.2857142857142857,0.41290200088819545,0.0,0.0,0.4929682438863468,1.0,0.21660181582360571,0.0,0.0,1.0,1.0,0.0
120,0.0,0.0,0.5714285714285714,0.9999999999999999,0.0,0.0,0.6694532799227486,0.5779424859256199,1.0,0.0,1.0,0.0,1.0,0.0
121,0.0,0.0,0.5714285714285714,0.5132247999985786,0.0,0.0,0.20893902983370655,0.6144992779681733,0.36186770428015563,0.0,0.0,1.0,1.0,0.0
122,0.0,1.0,0.2857142857142857,0.43831287273807046,0.0,0.0,0.22187899749333084,0.433875768969167,0.19584954604409857,0.0,0.0,1.0,1.0,0.0
123,0.0,1.0,0.8571428571428571,0.5155288073012457,0.0,0.0,0.39001305653008195,0.3143334482034419,1.0,0.0,1.0,0.0,1.0,0.0
124,0.0,1.0,0.2857142857142857,0.4113800349942031,0.0,0.0,0.6751698988300909,0.5972556743166937,0.23735408560311283,0.0,1.0,0.0,1.0,0.0
125,0.0,0.0,0.5714285714285714,0.8450919431250613,0.0,0.0,0.6691939662626507,0.5957544857335915,0.4329442282749676,0.0,1.0,0.0,1.0,0.0
126,0.0,1.0,0.5714285714285714,0.7319367744426892,0.0,0.0,0.6746574858050702,0.6003409787702418,0.42412451361867703,0.0,0.0,1.0,1.0,0.0
127,0.0,0.0,0.5714285714285714,0.6585918978775616,0.0,0.0,0.5144911593069488,0.30281480457381527,0.36186770428015563,0.0,1.0,0.0,1.0,0.0
128,0.0,1.0,0.2857142857142857,0.15662079959338704,0.0,0.0,0.6192659218824035,0.8206021184727623,0.05577172503242542,0.0,0.0,1.0,1.0,0.0
129,0.0,0.0,0.2857142857142857,0.3970478448910272,0.0,0.0,0.20772972799260625,0.6177480800503234,0.24773022049286642,0.0,0.0,1.0,1.0,0.0
130,0.0,1.0,0.8571428571428571,0.9999999999999999,0.0,0.0,0.3776969153304058,0.3840370274989855,1.0,0.0,1.0,0.0,1.0,0.0
131,0.0,1.0,0.2857142857142857,0.5115592106013698,0.0,0.0,0.39499408043996725,0.3146688788466445,1.0,0.0,1.0,0.0,1.0,0.0
132,0.0,1.0,0.5714285714285714,0.6077637734381671,0.0,0.0,0.676530533554649,0.5949650948689396,0.5175097276264591,0.0,1.0,0.0,1.0,0.0
133,0.0,0.0,0.2857142857142857,0.4438695008075227,0.0,0.0,0.21310095045573269,0.6153340710574584,0.32036316472114135,0.0,0.0,1.0,1.0,0.0
134,0.0,0.0,0.2857142857142857,0.3158844484506538,0.0,0.0,0.626610390206839,0.49512318392652066,0.08430609597924774,0.0,1.0,0.0,1.0,0.0
135,0.0,1.0,0.8571428571428571,0.9999999999999999,0.0,0.0,0.3982932497484986,0.323185765559038,1.0,0.0,1.0,0.0,1.0,0.0
136,0.0,0.0,0.5714285714285714,0.5986377822768033,0.0,0.0,0.21084510212335944,0.6095969541557853,0.5175097276264591,0.0,1.0,0.0,1.0,0.0
137,0.0,0.0,0.5714285714285714,0.5060053732882559,0.0,0.0,0.1228123017713818,0.5283983006914896,0.24773022049286642,0.0,0.0,1.0,1.0,0.0
138,0.0,0.0,0.0,0.16129877148224198,0.0,0.0,0.6743568914698796,0.5937535005301262,0.07392996108949416,0.0,0.0,1.0,1.0,0.0
139,0.0,0.0,0.8571428571428571,0.9999999999999999,0.0,0.0,0.48920690856806887,0.3052961726048684,0.5175097276264591,0.0,1.0,0.0,1.0,0.0
140,0.0,0.0,0.2857142857142857,0.3514875731565272,0.0,0.0,0.6747723910820485,0.5946819512139445,0.3359273670557717,0.0,1.0,0.0,1.0,0.0
141,0.0,0.0,0.2857142857142857,0.3862236592402529,0.0,0.0,0.4851923851092231,0.5003647219008291,0.12840466926070038,0.0,0.0,1.0,1.0,0.0
142,0.0,0.0,0.2857142857142857,0.4346238578007872,0.0,0.0,0.21296855637661838,0.6094307894566109,0.19584954604409857,0.0,1.0,0.0,1.0,0.0
143,0.0,0.0,0.2857142857142857,0.4149645346603195,0.0,0.0,0.6070884482407803,0.32794357136131946,0.19066147859922178,0.0,0.0,1.0,1.0,0.0
144,0.0,1.0,0.5714285714285714,0.5536506482467962,0.0,0.0,0.625,0.4976745160414362,0.29909208819714656,0.0,1.0,0.0,1.0,0.0
145,0.0,0.0,0.5714285714285714,0.6883334181015829,0.0,0.0,0.39264611257959176,0.33035026141633317,0.9325551232166018,0.0,1.0,0.0,1.0,0.0
146,0.0,1.0,0.2857142857142857,0.45414943821328385,0.0,0.0,0.5595828248954844,0.6616040240016501,0.9325551232166018,0.0,1.0,0.0,1.0,0.0
147,0.0,0.0,0.2857142857142857,0.25644806356038147,0.0,0.0,0.1552511297292709,0.5676172633399732,0.10246433203631647,0.0,1.0,0.0,1.0,0.0
148,0.0,0.0,0.2857142857142857,0.535729147265881,0.0,0.0,0.6243235887661167,0.4979182118619141,0.4396887159533074,0.0,0.0,1.0,1.0,0.0
149,0.0,0.0,0.5714285714285714,0.7120815111228574,0.0,0.0,0.21275502135764468,0.610685925273148,0.7769130998702983,0.0,1.0,0.0,1.0,0.0
150,0.0,1.0,0.2857142857142857,0.3584556813023966,0.0,0.0,0.4669898267845118,0.4006956743464656,0.17457846952010375,0.0,1.0,0.0,1.0,0.0
151,0.0,0.0,0.5714285714285714,0.6471860319470072,0.0,0.0,0.2178350892958706,0.6201010565445007,0.45525291828793774,0.0,1.0,0.0,1.0,0.0
152,0.0,0.0,0.2857142857142857,0.3555320038509112,0.0,0.0,0.48770633383454093,0.3388663418050655,0.12840466926070038,0.0,0.0,1.0,1.0,0.0
153,0.0,0.0,0.2857142857142857,0.521080142324671,0.0,0.0,0.21085013274326325,0.6166591089329616,0.5175097276264591,0.0,0.0,1.0,1.0,0.0
154,0.0,1.0,0.5714285714285714,0.7713259230823151,0.0,0.0,0.7369637551529824,0.5544769787771884,0.5123216601815823,0.0,1.0,0.0,1.0,0.0
155,0.0,0.0,0.5714285714285714,0.6499871695185372,0.0,0.0,0.1228123017713818,0.5283983006914896,0.3463035019455253,0.0,1.0,0.0,1.0,0.0
156,0.0,0.0,0.5714285714285714,0.4873999174844952,0.0,0.0,0.39001305653008195,0.3143334482034419,1.0,0.0,1.0,0.0,1.0,0.0
157,0.0,0.0,0.0,0.258383783906308,0.0,0.0,0.39014589448742304,0.3267120050056578,0.2529182879377432,0.0,1.0,0.0,1.0,0.0
158,0.0,0.0,0.2857142857142857,0.46644942039338333,0.0,0.0,0.21275502135764468,0.610685925273148,0.38780804150453957,0.0,0.0,1.0,1.0,0.0
159,0.0,0.0,0.5714285714285714,0.47434032534770376,0.0,0.0,0.6773827797501095,0.5964412874185347,0.2840466926070039,0.0,0.0,1.0,1.0,0.0
160,0.0,0.0,0.8571428571428571,0.9999999999999999,0.0,0.0,0.49566436023594435,1.0,1.0,0.0,1.0,0.0,1.0,0.0
161,0.0,1.0,0.8571428571428571,0.9999999999999999,0.0,0.0,0.6733757134454741,0.5959060745819604,1.0,0.0,0.0,1.0,1.0,0.0
162,0.0,0.0,0.2857142857142857,0.33565915103936245,0.0,0.0,0.6258244002346993,0.5009044625548871,0.1543450064850843,0.0,0.0,1.0,1.0,0.0
163,0.0,1.0,0.8571428571428571,0.9999999999999999,0.0,0.0,0.21025717061601884,0.608567154790201,1.0,0.0,1.0,0.0,1.0,0.0
164,0.0,0.0,0.2857142857142857,0.3554386061557506,0.0,0.0,0.2115318409239863,0.6099268025582534,0.2840466926070039,0.0,0.0,1.0,1.0,0.0
165,0.0,0.0,0.8571428571428571,0.9787071478359765,0.0,0.0,0.37568656124933614,0.3807006462622118,0.8287937743190661,0.0,1.0,0.0,1.0,0.0
166,0.0,0.0,0.2857142857142857,0.3570431054489558,0.0,0.0,0.4237008394506658,0.7043373173165195,0.26173800259403374,0.0,1.0,0.0,1.0,0.0
167,0.0,1.0,0.0,0.10381763886417875,0.0,0.0,0.3945850022661463,0.3175091229319813,0.42412451361867703,0.0,1.0,0.0,1.0,0.0
